,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,country,companyOfficers,website,maxAge,address1,industry,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,lastDividendDate,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,impliedSharesOutstanding,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,coinMarketCapLink,regularMarketPrice,preMarketPrice,logo_url,1w_chg_pct,1m_chg_pct,1y_chg_pct,max_drawdown,ticker,fax,address2,headSymbol,underlyingExchangeSymbol,underlyingSymbol,uuid,ratecode,ratecode2,USD-USD,CNY-USD,TWD-USD,HKD-USD,EUR-USD,rate,rate2
49,60680-5379,Utilities,31518.0,"Exelon Corporation, a utility services holding company, engages in the energy generation, delivery, and marketing businesses in the United States and Canada. It owns nuclear, fossil, wind, hydroelectric, biomass, and solar generating facilities. The company also sells electricity to wholesale and retail customers; and sells natural gas, renewable energy, and other energy-related products and services. Additionally, it is involved in the purchase and regulated retail sale of electricity and natural gas; and transmission and distribution of electricity, and distribution of natural gas to retail customers. Further, the company offers support services, including legal, human resources, information technology, financial, supply management, accounting, engineering, customer operations, distribution and transmission planning, asset management, system operations, and power procurement services. It serves distribution utilities, municipalities, cooperatives, and financial institutions, as well as commercial, industrial, governmental, and residential customers. Exelon Corporation was incorporated in 1999 and is headquartered in Chicago, Illinois.",Chicago,800 483 3220,IL,United States,[],https://www.exeloncorp.com,1.0,10 South Dearborn Street,Utilities—Regulated Electric,0.22785,0.069970004,0.27998,6055000064,0.15,0.121829994,8440000000.0,45.0,buy,10183000000.0,575249984,49.0,36.96,,0.943,0.02533,17.0,48.59,167.945,0.06176,53.0,2476000000.0,39452000256.0,37041999872.0,2.526,USD,37.798,0.646,2.2,NMS,Exelon Corporation,Exelon Corporation,America/New_York,EDT,True,-14400000,EQUITY,EXC,finmb_296181,us_market,,2.228,,9.78,,,3.05,,978318016.0,,,,33.386,15776543.0,0.0161,,1640908800.0,0.84249,1686000000.0,2.01,,,1.1070508,0.0025099998,1703980800.0,,1648684800.0,2.53,1655251200.0,978347207.0,0.579395,82545942528.0,2.0,,1083801600,2:1,,,,,0.97615224,1657843200.0,2.31,,12.118032,,0.0161,13729648.0,,,,37.76,37.69,44.20947,0.04051907,0.8735,,37.84,,9621710.0,37.76,43.6134,1.53,37.69,,9621710.0,,,1.35,1660262400,,,36.7636,USD,18.38806,7119498.0,,,,36158631936.0,,,6855075.0,36.7636,37.03,1800.0,7119498.0,50.71,,3.3,33.880173,36.69,False,0.029000001,4000.0,37.84,,36.96,,https://logo.clearbit.com/exeloncorp.com,-1.334757106834128,-18.066950599882492,6.380449657697285,-26.44776301597481,EXC ,,48th Floor PO Box 805379,,,,6d3f2d3b-bdf6-31c1-92eb-055f5a0358c5,USD-USD,USD-USD,1,0.1405777782201767,0.03170677646994591,0.12739016115665436,0.9789045453071594,1.0,1.0
50,95134,Technology,9300.0,"Cadence Design Systems, Inc. provides software, hardware, services, and reusable integrated circuit (IC) design blocks worldwide. The company offers functional verification services, including emulation and prototyping hardware. Its functional verification offering consists of JasperGold, a formal verification platform; Xcelium, a parallel logic simulation platform; Palladium, an enterprise emulation platform; and Protium, a prototyping platform for chip verification. The company also provides digital IC design and sign off products, including Genus logic synthesis and Joules RTL power solutions, as well as Modus software solution to reduce systems-on-chip design-for-test time; physical implementation tools, such as place and route, optimization, and multiple patterning preparation; and signoff products to signoff the design as ready for silicon manufacturing. In addition, it offers custom IC design and simulation products to create schematic and physical representations of circuits down to the transistor level for analog, mixed-signal, custom digital, memory, and radio frequency designs; and system design and analysis products to develop printed circuit boards and IC packages, as well as to analyze electromagnetic, electro-thermal, and other multi-physics effects. Further, the company provides intellectual property (IP) products comprising pre-verified and customizable functional blocks to integrate into customer's ICs; and verification IP and memory models to emulate and model the expected behavior and interaction of standard industry system interface protocols. Additionally, it offers services related to methodology, education, and hosted design solutions, as well as technical support and maintenance services. The company serves 5G communications, aerospace and defense, automotive, industrial and healthcare, mobile, consumer, and hyperscale computing markets. Cadence Design Systems, Inc. was incorporated in 1987 and is headquartered in San Jose, California.",San Jose,408 943 1234,CA,United States,[],https://www.cadence.com,1.0,Building 5,Software—Application,0.34541,0.23608999,0.89742,1173288960,0.177,0.30332002,1134055936.0,170.0,buy,2681238000.0,1002527104,200.0,158.9,0.214,1.59,0.14673,11.0,194.35,13.256,0.30149,215.0,1029544000.0,347999008.0,3283217920.0,3.759,USD,12.044,1.386,2.0,NMS,"Cadence Design Systems, Inc.","Cadence Design Systems, Inc.",America/New_York,EDT,True,-14400000,EQUITY,CDNS,finmb_25941,us_market,,15.314,,44.337,,,3.35,,277140992.0,,,,9.137,3730441.0,0.0136,,1640995200.0,0.89342004,775140992.0,2.34,,,17.390827,0.0056,1704067200.0,,1656720000.0,2.36,1655251200.0,270356248.0,1.091528,50280185856.0,2.0,,879724800,2:1,,,,0.199,13.41297,1657843200.0,2.54,,47.432835,,0.018,3178427.0,,,,168.41,165.26,160.18405,,0.0,,165.62,,1930990.0,168.41,175.4772,,165.26,,1930990.0,,,,,,,158.0,USD,67.90598,2415681.0,,,,44037701632.0,,,1693467.0,158.0,159.99,800.0,2415681.0,194.97,,,132.32,156.3,False,,1400.0,165.62,,158.9,,https://logo.clearbit.com/cadence.com,-2.771828294873424,-7.016212496920604,4.367812083076772,-17.706770464471255,CDNS ,408 428 5001,2655 Seely Avenue,,,,9b307be0-911d-321b-ac00-7b96e208b1c9,USD-USD,USD-USD,1,0.1405777782201767,0.03170677646994591,0.12739016115665436,0.9789045453071594,1.0,1.0
51,5656 AG,Technology,31000.0,"NXP Semiconductors N.V. offers various semiconductor products. The company's product portfolio includes microcontrollers; application processors, including i.MX application processors, and i.MX 8 and 9 family of applications processors; communication processors; wireless connectivity solutions, such as near field communications, ultra-wideband, Bluetooth low-energy, Zigbee, and Wi-Fi and Wi-Fi/Bluetooth integrated SoCs; analog and interface devices; radio frequency power amplifiers; and security controllers, as well as semiconductor-based environmental and inertial sensors, including pressure, inertial, magnetic, and gyroscopic sensors. The company's product solutions are used in a range of applications, including automotive, industrial and Internet of Things, mobile, and communication infrastructure. The company markets its products to various original equipment manufacturers, contract manufacturers, and distributors. It operates in China, the Netherlands, the United States, Singapore, Germany, Japan, South Korea, Malaysia, and internationally. The company was formerly known as KASLION Acquisition B.V and changed its name to NXP Semiconductors N.V. in May 2010. NXP Semiconductors N.V. was incorporated in 2006 and is headquartered in Eindhoven, the Netherlands.",Eindhoven,31 40 272 9999,,Netherlands,[],https://www.nxp.com,1.0,High Tech Campus 60,Semiconductors,0.36863998,0.19825001,0.56251997,3384000000,0.276,0.26871002,4552000000.0,157.0,buy,6067000000.0,2443375104,200.0,151.75,0.782,2.149,0.096090004,26.0,197.23,154.442,0.33367002,260.0,3544999936.0,11160000512.0,12348000256.0,13.5,USD,46.678,1.544,2.2,NMS,NXP Semiconductors N.V.,NXP Semiconductors N.V.,America/New_York,EDT,True,-14400000,EQUITY,NXPI,finmb_934467,us_market,,4.549,,12.339,,,10.65,,265932992.0,,,,30.111,4835597.0,0.0184,,1640908800.0,0.93362,2448000000.0,1.502,,,5.0396867,0.0032499998,1703980800.0,,1656806400.0,1.42,1655251200.0,262115290.0,1.420178,56165605376.0,2.0,,,,,,,0.688,3.2681675,1657843200.0,1.18,,14.248827,,0.0184,7138090.0,,,,158.99,154.87,180.53595,0.01061702,0.3083,,154.87,,2199190.0,158.99,168.044,1.688,154.87,,2199190.0,,,3.38,1655164800,,,150.3622,USD,101.03196,2747686.0,,,,40355332096.0,,,2130892.0,150.3622,151.75,900.0,2747686.0,239.91,,,140.33,151.6,False,0.0184,900.0,154.87,,151.75,,https://logo.clearbit.com/nxp.com,2.8743852288378724,-7.084255942537565,-21.717825523840474,-36.479696995826025,NXPI ,,,,,,19ec71bc-4f1e-31ce-a93c-b9d34580ff84,USD-USD,USD-USD,1,0.1405777782201767,0.03170677646994591,0.12739016115665436,0.9789045453071594,1.0,1.0
52,14625-2396,Industrials,16000.0,"Paychex, Inc. provides integrated human capital management solutions for human resources (HR), payroll, benefits, and insurance services for small to medium-sized businesses in the United States, Europe, and India. It offers payroll processing services; payroll tax administration services; employee payment services; and regulatory compliance services, such as new-hire reporting and garnishment processing. The company also provides HR solutions, including payroll, employer compliance, HR and employee benefits administration, risk management outsourcing, and the on-site availability of a professionally trained HR representative; and retirement services administration, including plan implementation, ongoing compliance with government regulations, employee and employer reporting, participant and employer online access, electronic funds transfer, and other administrative services. In addition, it offers cloud-based HR administration software products for employee benefits management and administration, time and attendance, digital communication solutions, recruiting, and onboarding solutions; plan administration outsourcing and state unemployment insurance services; various business services to small to medium-sized businesses comprising payroll funding and outsourcing services, which include payroll processing, invoicing, and tax preparation; and payment processing services, financial fitness programs, and a small-business loan resource center. Further, the company provides insurance services for property and casualty coverage, such as workers' compensation, business-owner policies, cyber security protection, and commercial auto, as well as health and benefits coverage, including health, dental, vision, and life. It markets and sells its services primarily through its direct sales force. The company was founded in 1971 and is headquartered in Rochester, New York.",Rochester,585 385 6666,NY,United States,[],https://www.paychex.com,1.0,911 Panorama Trail South,Staffing & Employment Services,0.44057,0.30201,0.70589995,1505500032,0.112,0.39898998,2031800064.0,110.0,hold,3255400000.0,1577325056,127.0,109.59,0.139,1.249,0.12194,15.0,127.81,29.376,0.46171,144.2,1223900032.0,906300032.0,4611700224.0,3.401,USD,12.789,0.482,2.9,NMS,"Paychex, Inc.","Paychex, Inc.",America/New_York,EDT,True,-14400000,EQUITY,PAYX,finmb_295368,us_market,,9.942,,22.567,,,3.21,,360756992.0,,,,8.261,10795083.0,0.03,,1653955200.0,0.72205,1392800000.0,2.92,,,13.265948,0.10774,1717113600.0,,1653955200.0,5.4,1655251200.0,321360860.0,0.976585,45851254784.0,2.0,,959040000,3:2,,,,0.127,8.572838,1657843200.0,2.27,,34.140186,,0.0336,9221653.0,,,,111.69,110.58,124.2238,0.022204315,0.7214,,110.91,,2303360.0,111.69,124.9564,2.48,110.58,,2303360.0,,,3.16,1660089600,,,108.98,USD,37.53082,2133537.0,,,,39535357952.0,,,1615460.0,108.98,109.66,1400.0,2133537.0,141.92,,2.81,108.97,108.93,False,0.024600001,800.0,110.91,,109.59,,https://logo.clearbit.com/paychex.com,-2.3349102289980994,-11.549640848873889,-7.62812128988214,-22.40317237613484,PAYX ,,,,,,df67ae23-54f3-3af9-a30f-14e6fe5e33be,USD-USD,USD-USD,1,0.1405777782201767,0.03170677646994591,0.12739016115665436,0.9789045453071594,1.0,1.0
53,19801,Technology,6695.0,"Marvell Technology, Inc., together with its subsidiaries, designs, develops, and sells analog, mixed-signal, digital signal processing, and embedded and standalone integrated circuits. It offers a portfolio of Ethernet solutions, including controllers, network adapters, physical transceivers, and switches; single or multiple core processors; ASIC; and printer System-on-a-Chip products and application processors. The company also provides a range of storage products comprising storage controllers for hard disk drives (HDD) and solid-state drives that support various host system interfaces consisting of serial attached SCSI (SAS), serial advanced technology attachment (SATA), peripheral component interconnect express, non-volatile memory express (NVMe), and NVMe over fabrics; and fiber channel products, including host bus adapters, and controllers for server and storage system connectivity. It has operations in the United States, China, Malaysia, the Philippines, Thailand, Singapore, India, Israel, Japan, South Korea, Taiwan, and Vietnam. Marvell Technology, Inc. was incorporated in 1995 and is headquartered in Wilmington, Delaware.",Wilmington,302 295 4840,DE,United States,[],https://www.marvell.com,1.0,1000 North West Street,Semiconductors,0.2935,-0.09819,0.50937,1027868032,0.738,0.01517,1490104960.0,55.0,buy,2257745000.0,1515845120,78.0,42.35,,1.672,0.0022200001,27.0,79.07,30.478,-0.03288,125.0,465000000.0,4713399808.0,5076982784.0,0.547,USD,6.077,1.066,1.9,NMS,"Marvell Technology, Inc.","Marvell Technology, Inc.",America/New_York,EDT,True,-14400000,EQUITY,MRVL,finmb_31158,us_market,,10.158,,34.609,,,1.86,,843800000.0,,,,12.49,16613381.0,0.0195,,1643414400.0,0.85737,-498534016.0,-0.415,,,3.3907125,0.0058399998,1706486400.0,,1651276800.0,1.71,1655251200.0,844596624.0,1.376756,51570831360.0,2.0,,1153785600,2:1,,,,,7.038615,1657843200.0,0.55,,22.768816,,0.0229,15961667.0,,,,47.96,46.16,59.99055,0.0050041704,,,46.38,,11522680.0,47.96,49.5112,0.24,46.16,,11522680.0,,,0.24,1657152000,,,42.23,USD,,18033767.0,,,,35734929408.0,,,10071390.0,42.23,42.09,3200.0,18033767.0,93.85,,0.85,41.07,42.0,False,0.0045,3000.0,46.38,,42.35,,https://logo.clearbit.com/marvell.com,-1.3050603012872974,-9.431137736763528,-34.99616656601488,-53.7209075669402,MRVL ,,Suite 1200,,,,44f517a4-62f4-3e68-9043-482446482bb3,USD-USD,USD-USD,1,0.1405777782201767,0.03170677646994591,0.12739016115665436,0.9789045453071594,1.0,1.0
54,5504 DR,Technology,32627.0,"ASML Holding N.V. develops, produces, markets, sells, and services advanced semiconductor equipment systems consisting of lithography, metrology, and inspection related systems for memory and logic chipmakers. The company provides extreme ultraviolet lithography systems; and deep ultraviolet lithography systems comprising immersion and dry lithography solutions to manufacture various range of semiconductor nodes and technologies. It also offers metrology and inspection systems, including YieldStar optical metrology solutions to measure the quality of patterns on the wafers; and HMI e-beam solutions to locate and analyze individual chip defects. In addition, the company provides computational lithography and software solutions to create applications that enhance the setup of the lithography system; and mature products and services that refurbish used lithography equipment and offers associated services. It operates in Japan, South Korea, Singapore, Taiwan, China, the Netherlands, Europe, the United States, and rest of Asia. The company was formerly known as ASM Lithography Holding N.V. and changed its name to ASML Holding N.V. in 2001. ASML Holding N.V. was founded in 1984 and is headquartered in Veldhoven, the Netherlands.",Veldhoven,31 480 235 0934,,Netherlands,[],https://www.asml.com,1.0,De Run 6501,Semiconductor Equipment & Materials,0.34724,0.29282,0.51102,10185400320,0.351,0.32174,6664200192.0,472.0,buy,9809000000.0,5230012416,706.77,434.26,0.405,1.355,0.12923001,8.0,718.96,57.669,0.56933,1030.0,4401900032.0,4410899968.0,19191799808.0,11.082,EUR,47.705,0.816,2.0,NMS,ASML Holding N.V. - New York Re,ASML Holding N.V.,America/New_York,EDT,False,-14400000,EQUITY,ASML,finmb_388904,us_market,,11.889,,34.239,,,17.06,,406473984.0,,,,32.817,1013870.0,0.0026,,1640908800.0,0.19736,5619800064.0,12.958,,,13.232776,2.0000001e-05,1703980800.0,,1656806400.0,0.9,1655251200.0,397088784.0,1.103018,228176560128.0,2.0,,1354147200,77:100,,,,0.359,9.197438,1657843200.0,1.21,,25.454866,,,767165.0,,,,462.14,446.5,580.31665,0.0059505776,0.4164,,448.72,,1216280.0,462.14,502.5188,2.75,446.5,,1216280.0,,,6.28,1651536000,,,432.735,USD,33.51289,1412443.0,,,,176515399680.0,,,1035553.0,432.735,433.2,2200.0,1412443.0,881.12,,0.81,412.67,430.1,False,0.0109,1800.0,448.72,,434.26,,https://logo.clearbit.com/asml.com,4.552787621097698,-8.899048326328362,-41.85211891664029,-50.60287421767289,ASML ,,,,,,2ba52262-559d-3b17-bb19-4711bad6d978,EUR-USD,USD-USD,1,0.1405777782201767,0.03170677646994591,0.12739016115665436,0.9789045453071594,0.9789045453071594,1.0
55,45262-5737,Industrials,43000.0,"Cintas Corporation provides corporate identity uniforms and related business services primarily in the United States, Canada, and Latin America. It operates through Uniform Rental and Facility Services, First Aid and Safety Services, and All Other segments. The company rents and services uniforms and other garments, including flame resistant clothing, mats, mops and shop towels, and other ancillary items; and provides restroom cleaning services and supplies, as well as sells uniforms. It also offers first aid and safety services, and fire protection products and services. The company provides its products and services through its distribution network and local delivery routes, or local representatives to small service and manufacturing companies, as well as major corporations. Cintas Corporation was founded in 1968 and is headquartered in Cincinnati, Ohio.",Cincinnati,513 459 1200,OH,United States,[],https://www.cintas.com,1.0,6800 Cintas Boulevard,Specialty Business Services,0.23952,0.15732999,0.46243998,1537624960,0.13,0.20275,1881284992.0,362.0,buy,3632246000.0,1102547968,440.0,398.41,0.141,1.837,0.12149999,10.0,436.5,91.591,0.35327,494.0,90471000.0,3030009088.0,7854458880.0,0.894,USD,76.13,0.781,2.2,NMS,Cintas Corporation,Cintas Corporation,America/New_York,EDT,True,-14400000,EQUITY,CTAS,finmb_260725,us_market,,5.856,,24.448,,,10.2,,103664000.0,,,,36.334,1182786.0,0.0116,,1653955200.0,0.67081,1229624960.0,9.136,,,10.965212,0.15193,1717113600.0,,1653955200.0,2.24,1655251200.0,85800414.0,1.437633,45994057728.0,2.0,,952473600,3:2,,,,0.1,5.2582583,1657843200.0,3.06,,39.059807,,0.0137,1171681.0,,,,410.61,404.99,397.6978,0.010374809,0.32619998,,409.81,,529430.0,410.61,415.7728,4.26,404.99,,529430.0,,,4,1660262400,,,396.945,USD,43.608803,512497.0,,,,41300774912.0,,,430960.0,396.945,398.66,1400.0,512497.0,461.44,,1,343.86,398.66,False,0.0094,800.0,409.81,,398.41,,https://logo.clearbit.com/cintas.com,2.6327316923226984,-6.954856164202939,-0.5963034440245263,-13.096304274457825,CTAS ,,PO Box 625737,,,,1d3d7b01-7703-34ac-ba0b-74dff54e6e3b,USD-USD,USD-USD,1,0.1405777782201767,0.03170677646994591,0.12739016115665436,0.9789045453071594,1.0,1.0
56,CB2 0AA,Healthcare,83100.0,"AstraZeneca PLC, a biopharmaceutical company, focuses on the discovery, development, manufacturing, and commercialization of prescription medicines. Its marketed products include Calquence, Enhertu, Faslodex, Imfinzi, Iressa, Koselugo, Lumoxiti, Lynparza, Orpathys, Tagrisso, and Zoladex for oncology; Brilinta/Brilique, Bydureon/Byetta, BCise, Byetta, Crestor, Evrenzo, Farxiga/Forxiga, Komboglyze/Kombiglyze XR, Lokelma, Onglyza, Qtern, and Xigduo/Xigduo XR for cardiovascular, renal, and metabolism diseases; Bevespi Aerosphere, Breztri Aerosphere, Daliresp/Daxas, Duaklir Genuair, Fasenra, Pulmicort, Saphnelo, Symbicort, and Tudorza/Eklira/Bretaris for respiratory and immunology; and Andexxa/Ondexxya, Kanuma, Soliris, Strensiq, and Ultomiris for rare diseases. The company's marketed products also comprise Synagis for respiratory syncytial virus; Fluenz Tetra/FluMist Quadrivalent for Influenza; Seroquel IR/Seroquel XR for schizophrenia bipolar disease; Nexium, and Losec/Prilosec for gastroenterology; and Vaxzevria and Evusheld for covid-19. The company serves primary care and specialty care physicians through distributors and local representative offices in the United Kingdom, rest of Europe, the Americas, Asia, Africa, and Australasia. It has a collaboration agreement with Regeneron Pharmaceuticals, Inc. to research, develop, and commercialize small molecule medicines for obesity; Neurimmune AG to develop and commercialize NI006; Ionis Pharmaceuticals, Inc. to develop eplontersen, a liver-targeted antisense therapy in Phase III development for the treatment of transthyretin amyloidosis; Proteros Biostructures GmbH to jointly discover novel small molecules for the treatment of hematological cancers; Sierra Oncology, Inc. to develop and commercialize AZD5153. The company was formerly known as Zeneca Group PLC and changed its name to AstraZeneca PLC in April 1999. AstraZeneca PLC was incorporated in 1992 and is headquartered in Cambridge, the United Kingdom.",Cambridge,44 20 3749 5000,,United Kingdom,[],https://www.astrazeneca.com,1.0,1 Francis Crick Avenue,Drug Manufacturers—General,0.27665,-0.028450001,0.7761,7616999936,0.31,0.16427,12183000064.0,58.5,buy,27610000000.0,3756999936,75.0,55.4,-0.451,0.959,0.05312,5.0,72.7,87.308,-0.04837,80.0,4887000064.0,31388000256.0,44038000640.0,1.577,USD,14.3355,0.665,2.0,NMS,Astrazeneca PLC,AstraZeneca PLC,America/New_York,EDT,False,-14400000,EQUITY,AZN,finmb_336774,us_market,,5.261,,19.018,,,3.2,,3098800128.0,,,,5.499,13673914.0,0.0044,,1640908800.0,0.1784,-1252999936.0,1.5155,,,10.074559,0.00059,1703980800.0,,1656547200.0,2.02,1655251200.0,3088024440.0,0.097268,231700545536.0,2.0,,1437955200,2:1,,,,-0.345,3.8983045,1657843200.0,1.02,,17.3125,,,14759109.0,,,,54.91,55.76,62.65875,0.050992534,,,56.19,,7948090.0,54.91,61.5416,2.8,55.76,,7948090.0,,,1.44,1645660800,,,55.21,USD,36.555595,8216184.0,,,,171673534464.0,,,6565375.0,55.21,55.4,3100.0,8216184.0,71.7,,3.08,52.65,55.4,False,0.0215,4000.0,56.19,,55.4,,https://logo.clearbit.com/astrazeneca.com,1.021154944808278,-7.388830142919145,-6.714788003658234,-22.125383748681692,AZN ,,Cambridge Biomedical Campus,,,,978c7520-c514-3a0a-b188-f86e764e90da,USD-USD,USD-USD,1,0.1405777782201767,0.03170677646994591,0.12739016115665436,0.9789045453071594,1.0,1.0
57,94903,Technology,12600.0,"Autodesk, Inc. provides 3D design, engineering, and entertainment software and services worldwide. The company offers AutoCAD Civil 3D, a surveying, design, analysis, and documentation solution for civil engineering, including land development, transportation, and environmental projects; BIM 360, a construction management cloud-based software; AutoCAD, a software for professional design, drafting, detailing, and visualization; AutoCAD LT, a drafting and detailing software; computer-aided manufacturing (CAM) software for computer numeric control machining, inspection, and modelling for manufacturing; Fusion 360, a 3D CAD, CAM, and computer-aided engineering tool; and Industry Collections tools for professionals in architecture, engineering and construction, product design and manufacturing, and media and entertainment collection industries. It also provides Inventor tools for 3D mechanical design, simulation, analysis, tooling, visualization, and documentation; Vault, a data management software to manage data in one central location, accelerate design processes, and streamline internal/external collaboration; Maya and 3ds Max software products that offer 3D modeling, animation, effects, rendering, and compositing solutions; and ShotGrid, a cloud-based software for review and production tracking in the media and entertainment industry. It sells its products and services to customers directly, as well as through a network of resellers and distributors. Autodesk, Inc. was incorporated in 1982 and is headquartered in San Rafael, California.",San Rafael,415 507 5000,CA,United States,[],https://www.autodesk.com,1.0,111 McInnis Parkway,Software—Application,0.19663,0.10662,0.91549003,1629299968,0.183,0.17879,898099968.0,185.0,buy,4021400000.0,1276075008,247.5,194.74,-0.043,0.62,0.0656,20.0,247.44,448.311,0.53830004,355.0,1584999936.0,3052999936.0,4567399936.0,7.295,USD,20.86,0.518,2.0,NMS,"Autodesk, Inc.","Autodesk, Inc.",America/New_York,EDT,True,-14400000,EQUITY,ADSK,finmb_119902,us_market,,10.612,,53.968,,,6.87,,219972992.0,,,,4.397,2662944.0,0.0123000005,,1643587200.0,0.93171,487000000.0,5.44,,,44.28929,0.00248,1706659200.0,,1651276800.0,1.6,1655251200.0,216837661.0,1.460621,48468324352.0,2.0,,1103587200,2:1,,,,-0.064,9.378978,1657843200.0,1.29,,28.346436,,0.0123000005,3217573.0,,,,205.87,201.59,210.5512,,0,,202.07,,1574090.0,205.87,208.3136,,201.59,,1574090.0,,,,1111449600,,,193.27,USD,35.797794,1261261.0,,,,42837540864.0,,,1429484.0,193.27,195.78,1100.0,1261261.0,335.48,,,163.2,193.01,False,,1000.0,202.07,,194.74,,https://logo.clearbit.com/autodesk.com,4.250536569427288,-5.553129061869022,-31.192137286191212,-41.63169975329095,ADSK ,,,,,,6806dff3-3571-369c-b858-2ab23bccc502,USD-USD,USD-USD,1,0.1405777782201767,0.03170677646994591,0.12739016115665436,0.9789045453071594,1.0,1.0
58,55401,Utilities,11321.0,"Xcel Energy Inc., through its subsidiaries, generates, purchases, transmits, distributes, and sells electricity. It operates through Regulated Electric Utility, Regulated Natural Gas Utility, and All Other segments. The company generates electricity through coal, nuclear, natural gas, hydroelectric, solar, biomass, oil, wood/refuse, and wind energy sources. It also purchases, transports, distributes, and sells natural gas to retail customers, as well as transports customer-owned natural gas. In addition, the company develops and leases natural gas pipelines, and storage and compression facilities; and invests in rental housing projects, as well as procures equipment for the construction of renewable generation facilities. It serves residential, commercial, and industrial customers in the portions of Colorado, Michigan, Minnesota, New Mexico, North Dakota, South Dakota, Texas, and Wisconsin. The company sells electricity to approximately 3.7 million customers; and natural gas to approximately 2.1 million customers. Xcel Energy Inc. was incorporated in 1909 and is headquartered in Minneapolis, Minnesota.",Minneapolis,612 330 5500,MN,United States,[],https://www.xcelenergy.com,1.0,414 Nicollet Mall,Utilities—Regulated Electric,0.33043,0.1166,0.38786998,3688000000,0.116,0.15689,4624999936.0,67.4,buy,5205000000.0,-983249984,76.0,59.86,0.04,0.995,0.023640001,15.0,74.83,158.537,0.10609999,79.0,430000000.0,25319999488.0,13996999680.0,0.786,USD,25.825,0.474,2.5,NMS,Xcel Energy Inc.,Xcel Energy Inc.,America/New_York,EDT,True,-14400000,EQUITY,XEL,finmb_527542,us_market,,4.638,,14.037,,,3.17,,538675968.0,,,,27.32,6528283.0,0.012,,1640908800.0,0.77963996,1632000000.0,2.899,,,2.191069,0.0020299999,1703980800.0,,1656547200.0,1.93,1655251200.0,546181783.0,0.357173,64918827008.0,2.0,,896745600,2:1,,,,0.055,2.3037183,1657843200.0,3.24,,18.88328,,0.013300001,6599221.0,,,,61.82,61.75,71.0986,0.028275639,0.6279,,62.04,,3802400.0,61.82,73.0602,1.748,61.75,,3802400.0,,,1.95,1655164800,,,59.69,USD,20.6485,6476432.0,,,,32245143552.0,,,2685793.0,59.69,61.64,1300.0,6476432.0,77.66,,2.74,59.68,59.86,False,0.026600001,1000.0,62.04,,59.86,,https://logo.clearbit.com/xcelenergy.com,-6.468749046325684,-22.239545336470854,-6.424887497143594,-22.671492341432586,XEL ,,,,,,d977fcfc-aff2-3286-97db-8771b2b3be45,USD-USD,USD-USD,1,0.1405777782201767,0.03170677646994591,0.12739016115665436,0.9789045453071594,1.0,1.0
